search,view,plan,budget,group_size,days_to_trip,price,book
1,1,1,0,4,29,9556,0
1,1,1,2,3,15,28685,0
1,1,1,1,3,23,6673,1
1,1,0,1,2,21,11798,1
1,1,1,1,4,3,14611,1
1,1,1,1,3,12,5976,1
1,1,1,0,4,2,19662,0
1,1,1,2,3,11,9414,1
1,1,1,0,3,8,16230,0
1,1,1,2,3,23,23736,1
1,0,0,1,4,19,19995,1
1,1,1,1,5,5,29896,1
1,0,0,0,5,2,11551,0
1,1,1,1,5,27,8994,0
1,1,0,1,3,5,8233,0
1,1,1,1,3,30,17031,1
1,1,1,1,3,8,18391,0
1,1,1,1,4,17,20436,0
1,1,1,1,3,4,27556,0
1,1,0,2,2,7,26905,0
1,0,0,2,4,12,11688,0
1,1,1,1,3,9,8431,1
1,1,0,2,4,4,5204,1
1,1,1,0,2,3,17665,1
1,1,0,0,4,18,16915,0
1,1,0,0,2,26,17076,0
1,1,1,1,3,12,18469,0
1,1,0,0,3,3,14049,0
1,1,1,0,3,10,29727,0
1,1,0,1,4,20,16206,1
1,1,1,2,4,10,20283,1
1,1,1,1,3,14,7928,1
1,1,0,0,4,5,21883,1
1,1,1,2,2,9,14219,1
1,1,0,0,3,19,10795,0
1,1,0,1,4,23,26692,0
1,1,1,2,3,28,14840,1
1,1,1,1,2,7,13751,1
1,1,1,0,4,10,25422,0
1,1,1,0,4,2,14414,0
1,1,1,2,5,27,25773,0
1,1,1,1,5,1,19182,0
1,1,1,2,2,22,12064,0
1,1,1,1,2,2,6875,1
1,1,1,2,3,4,18494,1
1,1,1,2,4,12,24567,1
1,1,1,0,2,29,19536,1
1,1,1,0,5,25,20151,0
1,1,1,0,5,6,24933,0
1,1,0,1,5,25,25374,0
1,1,1,1,5,22,22478,1
1,0,0,2,2,26,14991,0
1,1,1,1,3,25,11198,0
1,1,1,2,2,28,18427,1
1,1,1,0,4,14,26089,1
1,1,1,2,4,29,26979,0
1,1,1,1,5,18,6939,1
1,1,1,0,2,23,23035,0
1,1,1,0,3,11,16775,0
1,1,1,0,2,26,23924,1
1,1,1,1,3,23,24981,1
1,1,1,0,2,12,21317,1
1,1,1,0,2,13,8006,0
1,1,1,2,4,9,18559,0
1,1,1,2,4,21,22625,1
1,1,0,2,2,23,13984,0
1,1,1,2,5,27,29038,0
1,1,0,0,3,13,25954,0
1,1,0,2,4,3,26151,1
1,1,1,1,5,13,18235,1
1,1,1,2,3,4,20266,1
1,1,1,2,3,2,13076,1
1,1,1,1,5,1,9528,1
1,1,1,1,3,19,15334,1
1,0,0,0,4,7,23968,0
1,1,1,0,4,17,14520,0
1,1,1,1,5,23,7660,1
1,1,0,1,3,10,28661,0
1,1,0,1,4,25,7320,1
1,1,1,2,5,4,6269,1
1,1,1,0,5,10,28823,0
1,1,1,2,2,24,15660,1
1,1,1,0,2,26,25623,0
1,1,0,0,4,11,13873,0
1,1,1,1,5,10,28317,0
1,1,1,2,2,28,22395,0
1,1,1,0,5,8,29035,0
1,1,1,1,4,16,17830,0
1,1,1,2,2,7,29014,1
1,1,1,0,4,21,19612,0
1,1,0,2,3,25,5355,0
1,1,1,2,5,30,17037,0
1,1,1,0,2,7,27052,1
1,1,1,2,2,8,20532,0
1,1,1,0,2,10,16474,0
1,1,0,2,3,5,16437,1
1,1,1,0,2,23,19714,0
1,1,1,2,2,5,5374,1
1,1,1,2,3,29,11331,1
1,1,0,2,3,10,14699,0
1,1,1,0,5,22,19217,1
1,1,1,1,2,2,16190,0
1,1,1,0,5,8,26158,0
1,1,1,2,4,10,8992,0
1,1,1,2,5,4,6139,1
1,1,1,0,5,30,19414,1
1,1,0,0,4,2,27179,0
1,1,1,1,2,10,28107,1
1,1,1,1,4,20,19194,0
1,1,0,0,3,18,15465,0
1,1,0,0,2,21,13100,1
1,1,1,0,4,19,24544,1
1,1,1,2,2,5,11633,1
1,0,0,1,4,28,23549,0
1,1,1,1,4,15,12625,0
1,1,1,1,5,25,8288,1
1,1,1,2,3,10,27474,0
1,1,1,1,4,21,23079,0
1,0,0,1,4,17,12497,0
1,1,1,1,3,25,28252,0
1,1,1,0,5,22,28505,0
1,1,1,1,3,29,19001,0
1,1,1,2,4,20,10212,1
1,0,0,0,3,15,27575,0
1,0,0,2,3,26,28532,0
1,1,0,2,3,29,13392,1
1,1,1,2,2,19,9849,0
1,1,1,0,4,7,16397,1
1,1,1,2,4,2,23235,1
1,1,1,0,4,23,9274,0
1,1,1,1,4,30,23179,0
1,1,1,1,5,13,29932,0
1,1,1,2,2,30,19581,0
1,1,1,1,4,21,23855,0
1,1,1,2,3,17,10697,0
1,1,1,1,2,17,19917,1
1,1,1,1,2,10,5543,0
1,1,1,2,2,5,23077,0
1,1,0,2,5,27,24282,0
1,1,1,0,4,13,13691,1
1,1,1,1,4,19,25325,0
1,1,1,1,5,14,11350,1
1,1,1,1,4,11,26390,1
1,1,0,2,4,15,14609,1
1,1,0,2,3,17,20603,0
1,1,1,0,5,27,17945,0
1,1,1,1,3,13,21661,0
1,1,1,0,5,28,20762,0
1,1,0,1,5,15,9308,0
1,1,1,1,3,25,10847,1
1,1,1,1,2,27,28008,0
1,0,0,2,2,11,10702,0
1,1,1,2,3,1,21546,0
1,1,0,1,3,6,17541,0
1,1,1,0,4,1,19434,0
1,0,0,2,2,24,23775,0
1,1,1,1,2,1,10343,1
1,1,1,0,4,13,15573,1
1,1,1,2,2,24,10008,1
1,0,0,0,2,14,18753,0
1,1,1,1,3,11,19307,1
1,1,1,0,2,25,24762,0
1,1,1,2,5,16,24669,1
1,1,1,1,5,5,8517,1
1,1,1,2,4,27,8671,1
1,1,0,1,3,14,9261,1
1,1,0,1,4,28,26319,1
1,0,0,0,4,19,21850,0
1,1,1,1,4,7,11458,1
1,1,1,2,5,1,27981,1
1,1,1,2,3,4,28970,0
1,1,0,0,3,3,23746,0
1,0,0,0,3,24,23062,0
1,1,1,0,3,28,22491,1
1,1,1,1,4,9,7349,1
1,1,0,0,3,10,9579,0
1,1,0,2,2,29,18076,0
1,1,1,0,4,29,5613,0
1,1,1,2,3,24,29640,0
1,1,0,1,5,19,7681,1
1,1,1,1,5,16,16095,1
1,1,1,2,2,22,21538,0
1,0,0,0,4,27,16391,1
1,1,0,1,3,28,5139,1
1,0,0,1,2,15,22265,1
1,1,1,1,3,19,29320,0
1,1,1,2,2,8,27611,1
1,1,1,0,2,25,26314,0
1,1,1,2,3,30,19242,1
1,1,1,1,5,2,7530,1
1,1,0,0,2,25,20417,1
1,1,1,0,2,21,29229,0
1,1,1,2,5,14,22656,1
1,1,1,2,2,7,16115,1
1,0,0,1,4,20,7899,0
1,1,1,1,3,18,22429,1
1,1,1,0,5,16,13837,0
1,1,1,0,5,22,13748,0
1,0,0,1,4,25,20433,0
1,1,0,1,3,15,9677,1
1,1,1,0,5,14,23241,0
1,1,1,2,2,10,24494,1
1,1,0,1,3,8,19582,0
1,1,1,0,4,26,5657,1
1,1,0,1,5,6,17780,1
1,1,1,1,2,19,22162,1
1,1,0,1,5,2,6867,0
1,0,0,0,4,16,15991,0
1,1,0,2,3,7,9472,0
1,1,1,0,4,12,8982,0
1,1,1,1,3,6,11194,1
